label,melody
1,0 1 2 117 15 71 39 6 18 66 80 25 20 69 36 25 0 1 78 35 31 7 90 79 9 37 74 35 6 14 74 36 25 15 74 80 154 0 15 66 39 25 18 78 80 25 20 74 36 25 0 1 69 35 31 7 90 79 6 37 74 22 9 14 71 35 89 0 18 69 35 31 20 71 35 25 0 1 71 39 25 7 66 35 25 10 69 35 25 11 74 79 25 14 90 35 25 15 69 36 108 0 18 78 35 31 20 78 35 31 0 1 71 35 31 7 66 39 25 10 66 80 25 11 78 36 25 30 66 80 77
1,0 1 75 103 30 68 12 6 32 71 12 97 0 29 68 35 9 37 78 42 46 32 78 43 89 26 74 70 6 0 28 69 54 46 37 74 44 77 33 66 73 6 24 90 54 101 0 37 90 54 27 30 74 70 9 32 90 54 105 0 28 68 35 46 37 78 22 101 24 78 12 6 26 74 43 6 0 28 90 42 101 32 78 79 46 24 71 22 77 0 29 71 12 6 37 68 79 46 32 66 35 61 0 28 69 42 46 37 90 43 113 24 66 42 46 0 28 71 12 49 37 78 79 46 32 69 22 46 24 90 22 121 0 29 60 12 6 37 66 42 6 30 16 43 9 32 41 22 9 26 68 80 31 26 41 40 31
1,0 1 2 155 26 41 59 31 0 1 60 70 31 28 4 128 31 7 41 136 27 29 41 136 89 15 41 128 31 33 34 70 27 18 68 70 9 26 41 59 31 0 1 34 70 31 28 41 128 31 7 41 136 31 29 41 82 31 10 60 129 46 14 34 179 6 15 41 129 25 33 34 82 64 26 34 129 31 0 1 34 179 31 28 41 190 31 7 60 191 31 29 41 192 31 29 34 193 121
1,0 1 75 96 28 78 79 31 28 19 22 27 28 41 42 27 7 67 22 27 29 60 22 27 29 69 12 31 29 60 42 27 10 71 42 31 37 68 22 31 37 60 42 27 37 90 17 31 11 71 43 31 30 67 73 58 0 29 67 44 31 37 71 43 9 32 69 17 31 33 69 42 31 24 71 17 31 26 69 42 6 0 28 78 43 25 7 60 42 31 29 71 22 31 10 66 79 31 37 68 12 13 32 71 12 31 15 71 17 27 33 67 12 6 26 71 22 25 0 28 67 79 31 29 69 22 25 37 69 79 25 32 67 36 31 33 71 35 25 24 69 36 31 26 67 86 31 0 1 66 79 31 28 69 22 31 29 74 12 31 37 69 22 25 30 69 12 13 33 69 17 6 20 67 12 31 26 69 17 25 0 28 74 12 46 37 74 79 25 32 67 22 31 33 71 12 25 24 69 22 31 26 74 12 27 0 28 69 17 31 29 71 43 6 37 69 17 27 30 69 53 31 14 69 73 49 15 78 17 27 33 71 12 25 24 69 17 46 0 37 69 12 25 11 69 17 27 30 68 57 31 30 78 54 61 0 28 69 44 25 29 78 54 6 37 67 70 27 11 68 50 25 30 71 70 139 0 28 69 50 6 29 71 70 31 37 71 44 108 24 69 53 31
1,0 1 75 146 29 16 17 9 10 75 146 37 4 79 6 30 19 12 64 14 75 146 32 19 79 13 33 16 43 9 18 75 146 24 4 8 6 26 4 17 6 0 1 75 146 28 52 79 25 29 16 42 9 10 75 146 37 19 35 9 30 16 22 9 14 75 146 32 16 35 9 33 132 22 27 33 16 17 9 18 75 146 24 4 35 6 26 41 42 46 0 1 75 146 28 19 35 25 29 4 12 6 10 75 146 37 4 36 6 30 21 8 108 14 75 146 32 19 36 9 33 19 12 46 18 75 146 24 52 36 9 26 21 8 13 0 1 75 146 28 19 35 9 29 21 42 6 10 75 146 37 16 36 6 30 16 12 6 14 75 146 32 4 63 89 18 75 146
1,0 1 75 96 33 41 22 46 0 1 41 12 154 18 41 17 46 0 1 41 43 223 0 14 16 8 46 18 34 22 46 0 1 34 12 119 0 1 34 12 125 18 34 36 23 0 1 34 35 174 0 14 74 43 125 0 1 19 43 9 10 52 54 46 14 19 44 46 18 19 54 46 0 1 4 73 58 7 60 17 121 18 52 45 6 20 52 73 6 0 1 41 12 95 1 21 43 61 14 56 12 61 14 52 54 61 0 1 21 43 61 1 72 48 61 10 34 35 46 14 41 22 46 14 72 73 46 14 16 82 46 18 34 8 6 18 4 45 46 18 52 83 46 20 34 79 9 0 1 19 35 9 1 34 35 9 1 16 43 46 10 16 12 46 10 4 54 46 14 16 22 46 14 19 44 46 18 4 12 46 18 19 54 46 0 1 16 17 58 1 16 50 58 18 34 73 46 18 19 82 46 0 1 72 224 6 1 90 12 218 1 16 73 46 1 19 82 46 10 34 83 31 10 72 45 9 11 16 43 118 11 72 48 118 0 30 56 225 64
1,0 1 2 157 1 21 47 112 10 2 157 11 4 44 31 30 19 47 89 14 2 157 18 2 157 24 52 50 31 20 52 48 31 26 72 136 112 0 1 2 157 10 2 157 11 41 44 27 30 4 44 64 14 2 157 18 2 157 20 34 47 6 0 1 2 157 1 34 50 49 29 4 136 13 10 2 157 14 2 157 14 19 83 13 33 4 47 49 18 2 157 26 34 44 13 0 1 2 157 10 2 157 14 2 157 18 2 157 24 4 22 31 24 4 44 31 20 21 63 31 20 21 57 31 26 4 5 49 26 4 47 49 0 1 2 157 29 52 53 6 29 19 53 6 29 52 136 6 10 2 157 14 2 157 14 19 45 31 14 19 83 31 18 2 157 24 21 47 31 20 56 17 31 20 19 50 31 26 56 43 31 26 52 48 31 0 1 2 157 1 4 53 25 1 56 136 13 1 56 191 13 29 34 136 9 29 34 191 9 10 2 157 11 4 168 6 11 4 215 6 14 2 157 14 34 48 23 14 34 180 23 18 2 157 20 34 136 31 20 34 191 31 26 16 50 13 26 16 178 13 0 1 2 157 10 2 157 14 2 157 14 34 47 9 14 34 148 9 33 60 57 6 33 60 147 6 18 2 157 20 21 44 31 20 21 168 31 26 21 45 31 26 21 83 31 0 1 21 45 31 1 21 83 31 7 19 53 89 7 19 136 89
1,0 1 2 143 37 72 92 6 37 52 51 6 30 62 92 6 30 52 51 6 32 72 92 6 32 56 51 6 33 56 92 6 33 56 51 6 24 56 92 6 24 62 51 6 26 52 35 6 26 21 43 6 0 28 56 35 6 28 21 43 6 29 56 79 6 29 52 73 6 37 56 79 6 37 115 73 6 30 72 79 6 30 52 73 6 32 56 79 6 32 52 73 6 33 72 79 6 33 56 73 6 24 56 79 6 24 19 73 6 26 114 65 6 26 4 59 6 0 28 56 65 6 28 52 59 6 29 56 63 6 29 21 57 6 37 56 12 6 37 4 54 6 30 72 12 6 30 56 54 6 32 56 12 6 32 52 54 6 33 56 12 6 33 56 54 6 24 56 12 6 24 52 54 6 26 62 92 6 26 52 51 6 0 28 52 92 31 28 52 51 31 7 52 35 31 7 52 43 31 29 52 79 6 29 52 73 6 37 52 65 6 37 52 59 6 30 52 65 31 30 52 59 31 14 52 65 6 14 52 59 6 15 52 65 31 15 52 59 31 33 52 65 13 33 52 59 13 20 52 65 31 20 52 59 31 26 52 79 6 26 52 73 6 0 28 52 35 6 28 52 43 6 29 52 80 31 29 52 51 31 10 52 40 31 10 52 43 31 37 72 92 6 37 52 51 6 30 62 92 6 30 52 51 6 32 72 92 6 32 56 51 6 33 56 92 6 33 56 51 6 24 56 92 6 24 62 51 6 26 52 35 6 26 21 43 6 0 28 56 35 6 28 21 43 6 29 56 79 6 29 52 73 6 37 56 79 6 37 115 73 6 30 72 79 6 30 52 73 6 32 56 79 6 32 52 73 6 33 72 79 6 33 56 73 6 24 56 79 6 24 19 73 6 26 114 65 6 26 4 59 6 0 28 56 65 6 28 52 59 6 29 56 63 6 29 21 57 6 37 56 12 6 37 4 54 6 30 72 12 6 30 56 54 6 32 56 12 6 32 52 54 6 33 56 12 6 33 56 54 6 24 56 12 6 24 52 54 6 26 62 92 6 26 52 51 6 0 28 52 92 31 28 52 51 31 7 52 35 31 7 52 43 31 29 52 79 6 29 52 73 6 37 52 65 6 37 52 59 6 30 52 65 31 30 52 59 31 14 52 65 6 14 52 59 6 15 52 65 31 15 52 59 31 33 52 65 13 33 52 59 13 20 52 65 31 20 52 59 31 26 52 79 6 26 52 73 6 0 28 52 35 6 28 52 43 6 29 52 92 31 29 52 51 31 10 52 35 31 10 52 43 31 37 52 92 58 37 52 51 58 0 28 34 12 31 28 41 80 31 7 60 91 31 7 60 63 31
1,0 1 2 157 29 4 53 31 10 141 73 27 10 21 59 27 37 62 73 27 37 21 53 27 37 56 51 27 11 21 53 9 15 52 17 23 20 60 59 23 0 29 21 73 27 29 19 59 27 10 21 57 27 10 19 59 27 37 4 73 27 37 60 53 27 11 41 59 23 15 4 73 23 18 16 51 6 20 68 44 23 0 29 21 73 27 29 62 59 27 10 114 54 27 10 68 44 31 37 52 59 27 37 21 73 27 11 68 59 13 14 60 53 6 15 68 42 13 20 66 45 49 0 11 60 73 6 14 41 51 6 15 68 44 9 20 90 63 27 26 66 22 27 0 1 68 63 27 28 78 12 27 7 71 63 27 29 34 65 27 10 34 79 27 10 74 86 27
1,0 1 2 127 32 21 35 31 33 52 35 6 24 21 86 31 26 19 8 31 0 28 16 22 6 29 56 22 27 37 41 8 6 30 78 5 25 32 21 12 31 33 60 12 6 24 16 22 6 26 62 8 25 0 28 21 86 31 29 19 86 6 37 16 35 23 32 16 86 31 33 60 86 25 24 21 35 6 26 114 8 31 0 28 19 8 31 29 60 8 6 37 52 79 6 30 19 22 6 32 16 12 25 24 114 8 6 26 21 17 6 0 28 19 45 6 29 68 54 31 10 60 50 31 10 115 45 31
1,0 1 75 110 28 4 65 25 28 16 12 25 29 21 65 27 29 4 12 27 10 21 65 27 10 4 12 27 37 16 65 31 37 16 12 31 30 16 65 31 32 41 63 31 33 16 63 31 18 19 12 31 24 21 63 6 26 21 65 31 0 1 16 79 27 28 19 65 25 28 4 12 25 28 19 73 25 29 21 65 27 29 19 12 27 29 19 73 27 10 21 65 27 10 4 12 27 37 4 65 27 37 4 12 27 37 4 73 31 32 4 79 13 32 16 63 13 18 19 12 31 24 4 63 25 20 16 12 31 26 16 42 31 0 1 41 12 27 28 19 65 25 28 4 12 25 28 19 73 25 29 21 65 27 29 19 12 27 29 19 73 27 10 21 65 27 10 4 12 27 37 4 65 27 37 4 12 27 37 4 73 31 32 16 63 13 18 16 12 31 24 4 42 25 20 4 12 31 26 19 65 31 0 28 16 65 31 29 16 12 31 37 16 65 31 37 41 42 25 11 16 12 31 30 16 65 31 32 41 42 31 33 4 12 31 24 60 42 31 20 4 12 31 26 41 65 31 26 4 12 27
1,0 1 2 87 10 2 87 14 2 87 14 90 43 23 18 2 87 18 69 51 6 20 74 42 25 0 1 2 87 1 78 22 108 10 2 87 10 69 43 46 14 2 87 14 68 51 112 18 2 87 18 68 42 6 20 68 12 6 0 1 2 87 1 60 65 108 10 2 87 14 2 87 14 74 42 13 18 2 87 18 66 12 25 20 66 22 25 0 1 2 87 1 68 65 13 7 60 79 6 10 2 87 10 60 35 9 11 68 79 6 14 2 87 14 68 65 88 18 2 87 0 1 2 87 10 2 87 10 68 42 6 11 60 51 6
1,0 1 2 161 30 21 8 31 14 21 22 27 14 41 63 25 32 71 22 31 33 66 8 31 18 34 86 31 18 66 92 23 26 68 36 25 0 28 78 38 31 7 19 91 25 29 41 39 27 10 60 39 23 30 60 86 31 14 197 8 27 14 68 22 31 32 68 8 31 15 68 86 31 33 4 92 31 18 60 36 46 26 34 86 31 0 1 66 8 31 28 34 86 31 7 71 5 31 29 68 63 46 30 41 92 27 14 4 86 27 14 71 8 31 32 71 86 31 15 34 92 31 33 78 36 25 24 66 38 6 0 1 66 38 31 28 66 36 31 7 34 92 31 29 71 8 31 10 34 79 13 11 78 8 31 30 78 22 31 32 71 8 31 33 66 8 31 18 71 79 9 24 68 36 27 20 34 92 31 26 78 36 27 0 1 34 38 27 1 34 36 31 7 68 36 27 7 69 36 27 29 71 38 27 10 41 91 27 10 66 39 31 37 68 85 6 11 16 85 27 30 34 39 31 14 60 91 31 15 66 8 31 33 68 22 27 18 66 63 31 18 66 22 27 24 68 63 25 20 68 51 31 0 1 16 51 27 28 60 51 25 7 78 17 31 29 60 5 27 10 66 5 6 30 71 5 27 30 16 22 25 14 19 63 27 32 34 8 27 32 60 86 27 15 133 22 27 15 60 8 27 15 41 86 27 33 68 8 27 33 19 86 27 18 19 92 27 18 56 8 27 24 21 86 27 24 16 92 27 20 16 36 27 20 60 38 27 26 4 91 31 26 34 38 27 0 1 52 36 27 1 34 38 27 28 4 91 27 28 4 39 27 7 4 85 27 7 4 135 27 29 60 85 27 29 4 39 31 10 41 158 9 30 34 165 27 14 68 102 27 32 16 158 31 32 60 135 31 15 60 85 31 33 68 39 31 18 16 91 31 24 68 38 31 26 78 36 31 0 1 66 92 31 28 68 86 31 7 74 22 6 29 60 22 27 10 21 8 27 10 34 79 25 37 66 8 31 11 60 79 31 30 16 92 31 14 60 36 25 32 41 92 27 15 19 36 27 15 19 38 27 33 21 36 27 33 72 92 27 18 21 36 27 18 21 38 27 18 21 36 25
1,0 1 75 93 1 41 43 6 7 16 53 25 10 16 53 25 11 41 53 25 14 34 53 6 15 41 43 25 18 41 43 25 20 34 43 46 0 1 41 50 94 10 34 17 25 11 34 17 25 14 68 17 6 15 41 43 31 18 41 43 25 20 41 43 25 0 1 34 43 6 7 16 17 31 10 41 17 31 11 34 17 25 14 68 17 25 15 41 5 25 18 34 5 46 0 1 34 5 6 1 41 47 94 7 34 17 31 10 41 17 25 11 34 17 25 14 66 17 6 15 41 5 25 18 41 5 23 0 1 34 17 46 10 41 53 46 14 34 17 46 18 41 43 46 0 1 41 45 94 10 41 17 25 11 34 17 25 14 34 17 6 15 16 43 25 18 41 43 25 20 41 43 25 26 41 51 95
1,0 1 75 98 1 66 43 46 10 68 45 46 14 67 17 6 15 67 45 6 18 71 44 6 20 67 54 6 0 1 69 50 46 10 69 47 6 11 66 54 6 14 69 47 77 20 71 47 6 0 1 69 44 77 11 71 54 6 14 74 50 46 18 67 47 6 20 67 45 6 0 1 67 53 6 7 78 43 6 10 67 53 6 11 71 45 6 14 69 43 46 18 71 17 46 0 1 71 5 61 14 69 54 46 18 69 47 46 0 1 69 50 13 7 66 47 6 10 78 54 6 11 67 44 6 14 78 43 77 20 71 5 6 0 1 71 22 46 10 67 44 6 11 67 45 6 14 69 53 6 15 67 43 6 18 78 17 6 20 34 17 6 26 78 53 61
1,0 1 2 111 7 67 45 31 29 78 44 31 10 67 45 49 32 66 8 31 15 60 8 31 33 78 22 31 18 60 5 31 24 68 17 31 20 78 8 23 0 28 78 8 27 7 34 22 25 29 34 5 27 10 78 17 31 37 71 17 6 30 34 5 31 14 67 17 31 32 67 43 6 33 69 43 89 0 7 67 17 31 29 68 43 31 10 67 45 31 37 67 44 31 11 67 45 46 15 67 45 31 33 34 44 31 18 78 43 13 26 60 5 31 0 1 71 22 9 7 67 17 25 10 67 17 6 11 78 43 6 14 71 17 81 0 7 78 45 31 29 60 44 31 10 78 45 89 33 67 50 31 18 78 48 31 24 34 50 25 20 66 47 64 0 29 68 50 31 10 78 48 31 37 34 50 31 11 78 47 6 14 67 48 49 24 34 45 13 0 1 69 47 25 28 41 44 25 29 69 47 31 10 71 44 6 11 71 47 31 30 66 44 46 33 67 45 77 0 28 34 17 31 7 34 43 31 29 68 45 31 10 67 43 6 11 34 17 6 30 68 5 61
1,0 1 75 123 11 90 8 31 14 90 8 25 15 71 65 6 18 71 63 46 0 1 71 42 6 7 71 5 9 10 78 63 6 11 69 51 64 20 90 53 23 0 7 60 51 6 10 71 53 25 11 69 59 23 15 78 57 25 18 78 47 6 20 66 57 31 26 34 59 31 0 1 68 57 119 18 90 53 6 20 78 51 25 0 7 90 128 9 37 90 128 125
1,0 1 2 144 7 68 17 112 14 68 42 9 15 19 17 25 33 52 42 31 18 16 12 81 0 20 34 42 25 0 7 41 42 25 10 68 42 13 11 60 12 9 15 16 22 25 18 34 79 101 0 14 4 79 6 15 60 22 6 18 68 12 13 0 1 16 12 31 7 16 12 64 14 66 22 25 15 4 12 25 33 34 22 31 18 4 8 23 0 20 34 35 23 0 7 19 79 25 10 34 22 6 11 34 22 27 14 34 12 9 15 21 35 9 18 41 79 81 0 18 60 12 23 0 1 41 73 9 10 60 73 46 14 34 12 25 15 21 17 9 18 68 43 81 0 18 60 43 77 0 7 34 73 9 10 16 43 46 14 21 17 6 15 16 12 25 18 16 12 119 0 18 60 79 77 0 7 16 22 31 10 34 22 64 14 19 79 6 15 60 22 6 18 34 12 23 0 1 66 12 6 7 16 17 6 10 60 12 77 18 60 43 9 0 1 52 43 9 7 19 17 6 10 19 42 23 14 19 22 23 18 41 12 88 0 10 16 40 6 11 19 36 6 14 62 40 6 32 72 39 9
1,0 1 75 185 28 67 51 25 29 71 42 6 33 66 42 25 0 28 66 43 31 7 41 51 31 29 34 12 6 33 71 43 64 0 28 68 51 27 7 34 42 27 29 69 73 6 33 69 83 27 18 66 48 27 24 67 70 27 20 71 54 27 26 69 45 27 0 1 60 43 31 28 71 42 27 7 78 12 27 10 69 8 27 37 66 35 27 11 67 40 27 14 67 80 27 24 34 79 31 20 68 65 27 26 66 63 27 0 1 66 12 31 28 67 42 27 7 78 51 27 29 66 43 31 10 67 73 25 37 78 59 27 11 67 57 27 30 78 54 31 14 67 70 27 32 78 128 27 15 71 48 27 15 74 82 25
1,0 1 2 161 24 69 42 31 20 74 17 31 26 69 43 122 0 20 74 44 31 26 74 17 89 0 11 69 42 31 30 71 12 46 33 71 22 31 18 71 65 77 0 7 69 42 25 7 69 70 6 10 69 73 25 10 69 82 6 11 74 59 6 11 74 129 6 14 74 44 112 14 74 168 77 20 74 54 25 20 74 173 6 0 1 71 59 112 1 71 129 77 11 74 44 25 11 74 168 6 14 74 42 101 14 74 70 81 0 7 74 22 25 7 74 44 6 10 74 17 25 10 74 50 6 11 74 43 25 11 74 48 6 14 74 73 112 14 74 82 77 20 74 59 25 20 74 129 6 26 74 43 105 26 74 48 58
1,0 1 75 177 1 41 45 31 28 16 43 31 7 19 45 27 29 19 43 27 10 19 45 27 10 19 43 27 37 4 45 31 11 16 43 113 26 16 73 118 0 1 41 17 58 18 16 12 64 0 1 16 22 46 10 4 8 105 0 1 16 8 77 11 4 22 81 0 1 4 12 108 11 16 22 77 18 16 22 46 26 4 12 151
1,0 1 2 84 11 78 36 31 30 19 35 31 14 78 8 31 32 19 35 31 15 90 8 6 20 74 22 23 0 7 90 8 46 11 90 22 46 32 60 39 31 15 68 36 6 18 74 8 6 20 60 35 13 0 1 68 8 6 7 66 17 6 10 68 12 6 11 66 35 64 11 71 5 9 18 90 22 31 24 90 5 31 20 71 12 6 0 7 90 8 46 11 90 22 108
1,0 1 75 103 30 71 5 27 14 67 17 27 32 69 53 27 15 71 45 27 33 71 44 27 24 71 53 31 26 69 17 25 0 28 71 45 77 33 71 45 25 24 71 43 31 26 71 5 31 0 28 69 53 64 30 71 5 27 14 71 17 27 32 71 53 27 15 71 45 27 33 67 44 27 24 71 53 25 26 71 17 31 0 28 71 45 13 37 71 5 31 30 71 45 31 32 69 53 88 0 7 71 5 27 29 71 17 25 37 69 5 27 30 71 8 27 30 67 22 31 30 71 5 27 14 71 8 27 14 67 17 27 32 74 86 6 32 69 53 27 15 71 45 27 33 71 44 27 24 71 53 31 26 69 17 25 0 28 71 45 77 33 71 45 25 24 71 43 31 26 71 5 31 0 28 69 53 64 30 71 5 27 14 71 17 27 32 71 53 27 15 71 45 27 33 67 44 27 24 71 53 25 26 71 17 31 0 28 71 45 13 37 71 5 31 30 71 45 31 14 69 53 88
1,0 1 75 106 7 74 85 6 37 69 91 25 14 69 36 9 18 71 36 31 20 71 85 31 0 1 68 91 31 7 67 92 31 10 66 36 31 11 71 40 31 14 66 36 31 15 74 85 9 20 74 85 9 0 7 74 85 6 37 67 91 6 14 69 36 9 18 74 85 31 20 16 91 31 0 1 69 38 31 7 78 39 31 10 67 100 31 11 78 102 9 15 71 85 13 18 52 45 31 20 74 36 9 20 66 45 27 0 1 66 45 31 7 74 85 6 7 67 45 31 10 69 73 27 37 69 91 25 11 66 53 31 14 69 36 9 14 78 43 31 18 71 36 31 18 52 45 31 20 71 85 31 20 66 45 27 0 1 68 91 31 1 66 45 31 7 67 92 31 7 67 45 31 10 66 36 31 10 69 73 27 11 71 40 31 11 66 53 31 14 66 36 31 14 78 43 31 15 74 85 9 18 52 45 31 20 74 85 9 20 66 45 27 0 1 66 45 31 7 74 85 6 7 67 45 31 10 69 73 27 37 67 91 6 11 66 53 31 14 69 36 9 14 78 43 31 18 67 39 9 18 66 17 31 20 67 36 31 20 60 17 31 0 1 67 36 31 1 67 73 31 7 67 8 77 7 78 45 31
1,0 1 75 206 7 34 51 13 11 60 51 31 14 60 51 13 33 60 17 9 20 34 5 6 0 1 60 63 122 0 7 34 51 25 10 60 51 25 11 68 51 25 14 60 53 25 15 68 51 25 18 68 17 25 20 68 5 31 0 1 68 8 122 0 7 68 53 25 10 60 53 25 11 68 53 25 14 68 45 6 15 60 59 6 18 34 45 6 20 60 53 6 0 1 34 45 122 0 7 34 53 31 10 60 53 31 11 68 53 25 14 68 59 25 15 68 45 25 18 68 53 6 20 66 47 208
1,0 1 2 157 28 66 40 25 29 60 40 61 33 60 35 46 26 60 79 46 0 29 60 35 46 30 34 40 6 32 60 80 6 33 60 39 46 26 34 100 25 0 28 60 39 25 29 60 36 77 32 60 40 25 33 60 80 46 26 66 39 6 0 28 60 80 6 29 34 40 61 33 60 35 64 26 60 40 6 0 28 68 35 6 29 60 79 77 32 60 65 31 15 60 22 31 33 60 65 6 24 60 79 6 26 60 35 6 0 28 60 80 6 29 60 40 105 26 34 80 6 0 28 34 40 6 29 34 36 108 32 60 40 6 33 41 80 46 26 34 149 6 0 28 34 39 25
1,0 1 2 144 28 90 44 46 37 74 54 23 32 90 70 58 0 37 90 44 31 11 69 54 27 14 90 54 58 0 37 71 54 6 30 90 70 6 32 74 48 105 0 29 74 70 25 37 74 48 6 30 90 70 6 32 90 54 105 0 37 90 44 6 30 69 54 25 32 90 70 105 0 37 71 73 6 30 90 44 6 32 66 43 97 0 37 90 44 6 30 69 54 25 32 90 70 25 33 74 48 81 0 37 90 73 6 11 74 44 6
1,0 1 2 161 28 34 86 49 11 19 92 89 20 60 79 13 0 28 16 86 49 11 16 92 31 30 41 86 27 30 56 92 27 14 16 40 23 20 68 79 46 0 7 41 86 112 11 4 92 64 20 71 65 46 0 7 60 79 64 11 60 86 23 20 66 79 23 0 7 60 86 64 11 16 92 23 0 7 66 79 31 10 68 86 25 37 19 92 31 11 60 92 6 32 41 92 31 20 78 79 46 0 7 66 86 46 11 34 92 23 20 78 65 23 0 7 68 79 46 11 60 86 64 20 78 79 13 0 7 66 86 46 37 34 92 46
1,0 1 75 131 7 78 79 25 10 75 131 10 90 17 64 14 75 131 14 34 79 6 15 41 17 46 18 75 131 20 34 79 6 0 1 75 131 1 34 17 64 10 75 131 10 60 79 6 11 68 17 23 14 75 131 15 74 79 25 18 75 131 18 69 17 49 0 1 75 131 1 78 79 58 10 75 131 14 75 131 18 75 131
1,0 1 2 203 14 4 38 89 14 19 86 61 0 1 16 22 6 7 16 5 6 10 4 17 6 11 16 5 6 14 16 17 77 20 4 12 31 26 4 5 31 0 1 16 12 88 15 4 45 31 33 21 53 31 18 4 43 31 24 4 53 31 20 4 43 31 26 4 17 31 0 1 4 43 31 28 16 17 31 7 16 5 31 29 4 22 31 10 4 5 46 14 4 43 9 33 4 17 27 18 19 5 27 18 16 17 46 0 29 60 17 31 10 16 45 6 11 4 44 31 30 41 54 31 14 34 44 61 0 1 16 43 6 7 4 45 25 10 16 45 6 11 41 17 31 30 4 43 31 14 34 17 77 20 21 12 31 26 4 22 31 0 1 4 12 61 15 16 43 6 18 16 17 31 24 4 43 31 20 16 45 27 26 4 44 31 0 1 4 45 31 28 19 43 31 7 19 17 31 29 56 43 31 10 16 17 31 37 4 12 31 11 4 22 31 30 19 8 31
1,0 1 2 157 10 60 59 31 37 68 73 31 11 66 51 31 30 34 42 31 14 34 51 46 18 34 12 31 24 41 63 31 20 34 65 31 26 41 79 31 0 1 41 65 46 10 60 59 31 37 68 73 31 11 66 51 31 30 34 42 31 14 34 51 46 18 34 12 31 24 41 63 31 20 34 65 31 26 41 79 31 0 1 41 65 46 10 60 59 31 37 68 73 31 11 66 51 31 30 34 42 31 14 34 51 46 18 41 12 25 18 34 51 25 20 41 63 27 20 41 42 27 26 16 12 27 26 41 51 27 0 1 60 51 25 1 41 73 25 7 41 79 6 7 34 42 6 10 68 65 112 15 34 12 25 18 66 63 13 26 68 12 9 0 7 66 42 31 29 66 51 31 10 34 59 112 15 34 73 27 33 34 59 31 18 68 57 13 26 78 54 31 0 1 60 57 6 7 66 59 6 10 34 73 13 30 34 73 31 14 60 51 6 15 68 42 6 18 60 12 108 0 10 68 42 25 11 68 42 23 15 68 51 6 18 66 42 6 20 60 63 6 0 1 34 65 6 7 21 79 6 10 60 65 58 37 34 57 31 11 41 59 31 30 41 73 31 14 41 59 31 32 41 73 31 15 34 42 31 33 4 51 31 18 41 73 31 24 16 42 31 20 41 51 25 26 19 42 31 0 1 21 12 31 28 19 63 25 28 19 65 25
1,0 1 2 55 10 16 59 31 37 19 57 27 11 71 70 61 20 34 57 101 0 14 4 128 31 32 21 70 27 15 19 57 13 24 4 59 25 20 41 57 25 0 1 19 70 6 7 21 57 101 24 41 57 31 20 71 128 113 0 14 68 57 25 15 41 59 6 24 60 57 27 20 4 59 6 0 1 41 73 27 28 4 51 77 18 4 59 31 24 41 57 27 20 41 59 113 0 14 19 73 31 32 4 51 27 15 60 42 13 24 52 51 31 20 68 73 61 0 20 60 40 25 26 56 92 31
1,0 1 2 157 33 71 63 27 18 67 51 27 20 71 53 27 20 69 45 6 0 28 67 45 25 11 69 59 31 30 67 45 27 32 78 45 31 20 67 53 13 0 7 67 45 25 10 78 51 25 15 78 5 27 33 66 17 27 33 66 51 27 18 78 43 27 18 60 53 27 24 67 73 27 20 60 59 27 20 71 57 31 0 1 78 44 27 28 69 44 31 29 78 53 31 30 71 53 27 14 71 57 27 32 66 63 25 33 66 63 25 20 71 53 64 0 29 67 45 31 10 67 53 31 37 67 43 25 30 78 5 25
1,0 1 75 103 7 66 79 6 10 34 40 81 20 78 73 6 0 1 66 42 61 14 34 80 9 15 67 40 6 18 66 36 6 20 78 35 6 0 1 78 79 6 7 78 22 6 10 78 12 6 11 41 42 6 14 78 12 6 15 66 22 6 18 60 79 61 0 10 67 12 6 11 68 42 9 14 66 12 6 15 60 22 6 18 66 79 6 20 60 35 9 0 1 60 79 6 7 60 22 6 10 68 79 61 18 78 35 6 20 67 79 6 0 1 60 35 6 7 68 36 6 10 78 80 6 11 60 36 6 14 34 35 6 15 34 79 6 18 66 22 61 0 10 71 35 9 11 60 79 6 14 66 35 6 15 66 36 6 18 68 80 6 20 66 36 6 0 1 78 40 58 18 78 36 6 20 68 35 6 0 1 68 79 9 7 66 22 9 10 66 12 6 11 68 42 9 14 78 12 6 15 34 22 6 18 60 79 61 0 10 78 12 6 11 68 42 6 14 78 12 6 15 66 22 6 18 67 79 6 20 68 35 9 0 1 34 79 6 7 41 22 6 10 34 79 61 18 78 35 6 20 34 79 9 0 1 68 35 6 7 34 36 6 10 34 80 6 11 60 36 6 14 60 35 6 15 34 79 6 18 34 22 61 0 10 71 35 6 11 60 79 9 14 68 35 6 15 60 36 6 18 34 80 6 20 34 39 6 26 34 80 188
